cluster_id_label,supertype_id_label,subclass_id_label,cluster_markers_combo,cluster_markers_combo_(within_subclass),clusterName,marker_1,f_score_1,marker_2,f_score_2,marker_3,f_score_3,cxg_dataset_title
1576 TMv-PMv Tbx3 Hist-Gaba_1,0429 TMv-PMv Tbx3 Hist-Gaba_1,092 TMv-PMv Tbx3 Hist-Gaba,"['Hdc', 'Ccn5', 'Dsp']",['Crhbp'],1576 TMv-PMv Tbx3 Hist-Gaba_1,Crhbp,0.528169014084507,,,,,WMB_abc_atlas_access
1577 TMv-PMv Tbx3 Hist-Gaba_1,0429 TMv-PMv Tbx3 Hist-Gaba_1,092 TMv-PMv Tbx3 Hist-Gaba,"['Hdc', 'Scgn', 'Wnt9b']","['Ano2', 'Wnt9b']",1577 TMv-PMv Tbx3 Hist-Gaba_1,Ano2,0.5309734513274336,,,,,WMB_abc_atlas_access
1578 TMv-PMv Tbx3 Hist-Gaba_2,0430 TMv-PMv Tbx3 Hist-Gaba_2,092 TMv-PMv Tbx3 Hist-Gaba,"['Tbx3', 'Has2os', 'Chodl']",['Penk'],1578 TMv-PMv Tbx3 Hist-Gaba_2,Penk,0.819327731092437,,,,,WMB_abc_atlas_access
1579 TMv-PMv Tbx3 Hist-Gaba_2,0430 TMv-PMv Tbx3 Hist-Gaba_2,092 TMv-PMv Tbx3 Hist-Gaba,"['Foxd2os', 'Barhl2', 'Npsr1']",['BC039966'],1579 TMv-PMv Tbx3 Hist-Gaba_2,BC039966,0.6967213114754098,,,,,WMB_abc_atlas_access
1580 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Gm5532', 'Foxp2', 'Kcns3', 'Sp9']",['Pax6os1'],1580 RT-ZI Gnb3 Gaba_1,Pax6os1,0.4216867469879518,,,,,WMB_abc_atlas_access
1581 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Gnb3', 'Rxfp2', 'Gpr139']",['Egflam'],1581 RT-ZI Gnb3 Gaba_1,Egflam,0.4591836734693877,,,,,WMB_abc_atlas_access
1582 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Gnb3', 'Cox6a2', 'Il1rap', 'Piezo2']","['Htr1a', 'Tgfbr2', 'Piezo2']",1582 RT-ZI Gnb3 Gaba_1,Htr1a,0.09860788863109049,,,,,WMB_abc_atlas_access
1583 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Gm5532', 'Piezo2', 'Wls', 'Pax6']","['Necab1', 'Prlr', 'Pou6f2']",1583 RT-ZI Gnb3 Gaba_1,Necab1,0.1762114537444934,,,,,WMB_abc_atlas_access
1584 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Gm5532', 'Pamr1', 'Piezo2', 'Qrfpr']","['Pamr1', 'Piezo2', 'Qrfpr']",1584 RT-ZI Gnb3 Gaba_1,Qrfpr,0.21008403361344535,,,,,WMB_abc_atlas_access
1585 RT-ZI Gnb3 Gaba_1,0431 RT-ZI Gnb3 Gaba_1,093 RT-ZI Gnb3 Gaba,"['Ptgfr', 'Cplx3', 'Qrfpr']","['Ptgfr', 'Qrfpr']",1585 RT-ZI Gnb3 Gaba_1,Ptgfr,0.5263157894736842,Qrfpr,0.19874476987447698,,,WMB_abc_atlas_access
1586 RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,093 RT-ZI Gnb3 Gaba,"['Aox3', 'Cplx3', 'Vcan', 'Cox6a2']","['Aox3', 'Tacr3', 'Hmcn1', 'Cox6a2', 'Cplx3']",1586 RT-ZI Gnb3 Gaba_2,Aox3,0.22357723577235772,,,,,WMB_abc_atlas_access
1587 RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,093 RT-ZI Gnb3 Gaba,"['Aox3', 'Gm5532', 'A730046J19Rik', 'Pde1a']","['Aox3', 'A730046J19Rik', 'Pde1a']",1587 RT-ZI Gnb3 Gaba_2,A730046J19Rik,0.2702702702702703,Aox3,0.2617801047120419,,,WMB_abc_atlas_access
1588 RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,093 RT-ZI Gnb3 Gaba,"['A730046J19Rik', 'Pvalb', 'Npy', 'Tacr3']","['A730046J19Rik', 'Pou3f2', 'Npy', 'G630016G05Rik']",1588 RT-ZI Gnb3 Gaba_2,A730046J19Rik,0.23333333333333336,Npy,0.1354679802955665,,,WMB_abc_atlas_access
1589 RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,093 RT-ZI Gnb3 Gaba,"['Cox6a2', 'Hmcn1', 'Npffr1', 'Tafa1']","['Tafa1', '6720468P15Rik']",1589 RT-ZI Gnb3 Gaba_2,6720468P15Rik,0.23809523809523808,,,,,WMB_abc_atlas_access
1590 RT-ZI Gnb3 Gaba_2,0432 RT-ZI Gnb3 Gaba_2,093 RT-ZI Gnb3 Gaba,"['Gm5532', 'A730046J19Rik', 'Slc18a2', 'Adra1a']","['A730046J19Rik', 'Oprm1', 'Fgd5']",1590 RT-ZI Gnb3 Gaba_2,A730046J19Rik,0.1623376623376623,Oprm1,0.09627727856225932,,,WMB_abc_atlas_access
1591 RT-ZI Gnb3 Gaba_3,0433 RT-ZI Gnb3 Gaba_3,093 RT-ZI Gnb3 Gaba,"['Gnb3', 'Colq', 'Vipr2', 'Isl1']","['Vipr2', 'Cckar']",1591 RT-ZI Gnb3 Gaba_3,Vipr2,0.2608695652173913,,,,,WMB_abc_atlas_access
1592 RT-ZI Gnb3 Gaba_3,0433 RT-ZI Gnb3 Gaba_3,093 RT-ZI Gnb3 Gaba,"['Ptgfr', 'Ramp3', 'Fam163a', 'Npy']","['Ptgfr', 'Rspo2']",1592 RT-ZI Gnb3 Gaba_3,Ptgfr,0.3508771929824561,Rspo2,0.25401069518716574,,,WMB_abc_atlas_access
1593 RT-ZI Gnb3 Gaba_3,0433 RT-ZI Gnb3 Gaba_3,093 RT-ZI Gnb3 Gaba,"['Cplx3', 'Pvalb', 'Glp1r', 'Sfrp2']","['Glp1r', 'Cox6a2']",1593 RT-ZI Gnb3 Gaba_3,Glp1r,0.4195804195804196,,,,,WMB_abc_atlas_access
1594 RT-ZI Gnb3 Gaba_3,0433 RT-ZI Gnb3 Gaba_3,093 RT-ZI Gnb3 Gaba,"['Cplx3', 'Pdgfd', 'Rxfp3']","['Rxfp3', 'Cplx3']",1594 RT-ZI Gnb3 Gaba_3,Rxfp3,0.4430379746835443,,,,,WMB_abc_atlas_access
1595 RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,093 RT-ZI Gnb3 Gaba,"['Cd36', 'Sp8', 'Trh']","['Cd36', 'Trh']",1595 RT-ZI Gnb3 Gaba_4,Cd36,0.38922155688622756,,,,,WMB_abc_atlas_access
1596 RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,093 RT-ZI Gnb3 Gaba,"['Cd36', 'Sp8', 'Tmem176a']",['Tmem176a'],1596 RT-ZI Gnb3 Gaba_4,Tmem176a,0.7441860465116279,,,,,WMB_abc_atlas_access
1597 RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,093 RT-ZI Gnb3 Gaba,"['Gnb3', 'Edn1', 'Isl1']",['Edn1'],1597 RT-ZI Gnb3 Gaba_4,Edn1,0.49999999999999994,,,,,WMB_abc_atlas_access
1598 RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,093 RT-ZI Gnb3 Gaba,"['Col6a4', 'Pvalb', 'Ctxn3']",['Plpp4'],1598 RT-ZI Gnb3 Gaba_4,Plpp4,0.3597122302158273,,,,,WMB_abc_atlas_access
1599 RT-ZI Gnb3 Gaba_4,0434 RT-ZI Gnb3 Gaba_4,093 RT-ZI Gnb3 Gaba,"['Cd36', 'Sp8', 'Col6a4']","['Foxp2', 'Gal']",1599 RT-ZI Gnb3 Gaba_4,Foxp2,0.6321839080459771,,,,,WMB_abc_atlas_access
1600 RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,093 RT-ZI Gnb3 Gaba,"['Cplx3', 'Gm32828', 'Vcan', 'Pdgfd']","['Vcan', 'Pdgfd', 'Trh']",1600 RT-ZI Gnb3 Gaba_5,Vcan,0.21889400921658986,,,,,WMB_abc_atlas_access
1601 RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,093 RT-ZI Gnb3 Gaba,"['Cplx3', 'Casq2', 'Ngfr', 'Zfp804b']","['Ngfr', 'Pvalb', 'Zfp804b']",1601 RT-ZI Gnb3 Gaba_5,Ngfr,0.5,,,,,WMB_abc_atlas_access
1602 RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,093 RT-ZI Gnb3 Gaba,"['Pln', 'Six3', 'Sdk2', 'Nr2f2']","['Pln', 'Sdk2']",1602 RT-ZI Gnb3 Gaba_5,Pln,0.2380952380952381,,,,,WMB_abc_atlas_access
1603 RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,093 RT-ZI Gnb3 Gaba,"['Cplx3', 'Trh', 'Pax6', 'Syt6']","['Kcng4', 'Sorcs3', 'Hmcn1']",1603 RT-ZI Gnb3 Gaba_5,Hmcn1,0.18962075848303392,,,,,WMB_abc_atlas_access
1604 RT-ZI Gnb3 Gaba_5,0435 RT-ZI Gnb3 Gaba_5,093 RT-ZI Gnb3 Gaba,"['Pln', 'Cpne9']",['Spp1'],1604 RT-ZI Gnb3 Gaba_5,Spp1,0.7905982905982907,,,,,WMB_abc_atlas_access
1605 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Avp', 'Klb', 'Dchs2']","['Klb', 'Col9a3']",1605 SCH Six6 Cdc14a Gaba_1,Klb,0.2702702702702703,,,,,WMB_abc_atlas_access
1606 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Avp', 'Nms', 'Nptx1']","['Ntsr1', 'Nfib']",1606 SCH Six6 Cdc14a Gaba_1,Nfib,0.46218487394957974,,,,,WMB_abc_atlas_access
1607 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Avp', 'Rasl11b', 'Dkk2', 'Gem']","['Prok2', 'Dkk2', 'Gem']",1607 SCH Six6 Cdc14a Gaba_1,Dkk2,0.6192660550458716,,,,,WMB_abc_atlas_access
1608 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Avp', 'C2cd4b', 'Prok2']","['C2cd4b', 'Nms']",1608 SCH Six6 Cdc14a Gaba_1,C2cd4b,0.30898876404494385,,,,,WMB_abc_atlas_access
1609 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Sh2d4b', 'Col15a1', 'Prokr2']",['Col15a1'],1609 SCH Six6 Cdc14a Gaba_1,Col15a1,0.5294117647058824,,,,,WMB_abc_atlas_access
1610 SCH Six6 Cdc14a Gaba_1,0436 SCH Six6 Cdc14a Gaba_1,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Penk', 'Chodl', 'Ppp1r17']","['Klhl1', 'Penk']",1610 SCH Six6 Cdc14a Gaba_1,Penk,0.6481481481481481,,,,,WMB_abc_atlas_access
1611 SCH Six6 Cdc14a Gaba_2,0437 SCH Six6 Cdc14a Gaba_2,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Cck', 'Tmem163']","['Cck', 'Unc5d']",1611 SCH Six6 Cdc14a Gaba_2,Cck,0.3453038674033149,,,,,WMB_abc_atlas_access
1612 SCH Six6 Cdc14a Gaba_2,0437 SCH Six6 Cdc14a Gaba_2,094 SCH Six6 Cdc14a Gaba,"['Nms', 'Slc1a3', 'Lhx1']","['Slc1a3', 'Prr5l', 'Lhx1']",1612 SCH Six6 Cdc14a Gaba_2,Slc1a3,0.29661016949152547,,,,,WMB_abc_atlas_access
1613 SCH Six6 Cdc14a Gaba_2,0437 SCH Six6 Cdc14a Gaba_2,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Cck', 'Onecut1']",['Onecut3'],1613 SCH Six6 Cdc14a Gaba_2,Onecut3,0.8247422680412372,,,,,WMB_abc_atlas_access
1614 SCH Six6 Cdc14a Gaba_2,0437 SCH Six6 Cdc14a Gaba_2,094 SCH Six6 Cdc14a Gaba,"['Prr5l', 'C1ql3', 'Klhl14', 'Avp']","['Iltifb', '3100003L05Rik', 'Klhl14']",1614 SCH Six6 Cdc14a Gaba_2,Iltifb,0.3773584905660377,,,,,WMB_abc_atlas_access
1615 SCH Six6 Cdc14a Gaba_3,0438 SCH Six6 Cdc14a Gaba_3,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Usp43', 'Cdkn1c', 'Grp']","['Grp', 'Hs3st4']",1615 SCH Six6 Cdc14a Gaba_3,Grp,0.537037037037037,,,,,WMB_abc_atlas_access
1616 SCH Six6 Cdc14a Gaba_3,0438 SCH Six6 Cdc14a Gaba_3,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Mctp2', 'Npy5r']",['Mctp2'],1616 SCH Six6 Cdc14a Gaba_3,Mctp2,0.7203389830508474,,,,,WMB_abc_atlas_access
1617 SCH Six6 Cdc14a Gaba_3,0438 SCH Six6 Cdc14a Gaba_3,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Vip', 'Gm29683']",['Dkk3'],1617 SCH Six6 Cdc14a Gaba_3,Dkk3,0.5434782608695651,,,,,WMB_abc_atlas_access
1618 SCH Six6 Cdc14a Gaba_3,0438 SCH Six6 Cdc14a Gaba_3,094 SCH Six6 Cdc14a Gaba,"['Six6', 'Calca']",['Calca'],1618 SCH Six6 Cdc14a Gaba_3,Calca,0.8177570093457944,,,,,WMB_abc_atlas_access
1619 DMH Prdm13 Gaba_1,0439 DMH Prdm13 Gaba_1,095 DMH Prdm13 Gaba,"['Prdm13', 'Gpr50', 'Sytl4', 'Gda']","['Six3', 'Gda']",1619 DMH Prdm13 Gaba_1,Six3,0.5612244897959184,,,,,WMB_abc_atlas_access
1620 DMH Prdm13 Gaba_1,0439 DMH Prdm13 Gaba_1,095 DMH Prdm13 Gaba,"['Sytl4', 'Skor1', 'Hs3st4']",['Hs3st4'],1620 DMH Prdm13 Gaba_1,Hs3st4,0.7983193277310924,,,,,WMB_abc_atlas_access
1621 DMH Prdm13 Gaba_1,0439 DMH Prdm13 Gaba_1,095 DMH Prdm13 Gaba,"['Prdm13', 'Nkx2-2', 'Sytl4']","['Nkx2-2', 'Sytl4']",1621 DMH Prdm13 Gaba_1,Nkx2-2,0.5555555555555556,,,,,WMB_abc_atlas_access
1622 DMH Prdm13 Gaba_1,0439 DMH Prdm13 Gaba_1,095 DMH Prdm13 Gaba,"['Prdm13', 'Gal', 'Gpr50', 'Nkx2-1']","['Gm12371', 'Gfra2']",1622 DMH Prdm13 Gaba_1,Gm12371,0.47468354430379744,,,,,WMB_abc_atlas_access
1623 DMH Prdm13 Gaba_2,0440 DMH Prdm13 Gaba_2,095 DMH Prdm13 Gaba,"['Bsx', 'Prdm13', 'Shisal2b']",['Nr2e1'],1623 DMH Prdm13 Gaba_2,Nr2e1,0.7352941176470589,,,,,WMB_abc_atlas_access
1624 DMH Prdm13 Gaba_2,0440 DMH Prdm13 Gaba_2,095 DMH Prdm13 Gaba,"['Nkx2-4', 'Sytl4', 'Npsr1', 'Ppp1r17']",['Npsr1'],1624 DMH Prdm13 Gaba_2,Npsr1,0.8809523809523809,,,,,WMB_abc_atlas_access
1625 PVHd Gsc Gaba_1,0441 PVHd Gsc Gaba_1,096 PVHd Gsc Gaba,"['Gsc', 'Hs3st2']","['Gsc', 'Hs3st2']",1625 PVHd Gsc Gaba_1,Hs3st2,0.0,,,,,WMB_abc_atlas_access
1626 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Fbln7', 'Isl1', 'Arx']",['Npas1'],1626 PVHd-SBPV Six3 Prox1 Gaba_1,Npas1,0.6415929203539823,,,,,WMB_abc_atlas_access
1627 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Piezo2', 'Cdh23', 'Gm38505', 'Kitl']","['Cdh23', 'Unc13c']",1627 PVHd-SBPV Six3 Prox1 Gaba_1,Cdh23,0.5869565217391304,,,,,WMB_abc_atlas_access
1628 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Sp8', 'Pgr15l', 'Ror2', 'Prox1os']","['Gm39185', 'Ror2']",1628 PVHd-SBPV Six3 Prox1 Gaba_1,Gm39185,0.3284671532846716,,,,,WMB_abc_atlas_access
1629 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Piezo2', 'Isl1', 'Maob', 'Galr1']","['Gldn', 'Sst']",1629 PVHd-SBPV Six3 Prox1 Gaba_1,Sst,0.6,,,,,WMB_abc_atlas_access
1630 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Sp8', 'Pgr15l', 'Pth2r', 'Tox3']","['5033406O09Rik', 'Sncg']",1630 PVHd-SBPV Six3 Prox1 Gaba_1,Sncg,0.36036036036036034,,,,,WMB_abc_atlas_access
1631 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Piezo2', 'Sox3', 'Tnfrsf8']","['Gldn', 'Ppp1r17']",1631 PVHd-SBPV Six3 Prox1 Gaba_1,Gldn,0.47368421052631576,,,,,WMB_abc_atlas_access
1632 PVHd-SBPV Six3 Prox1 Gaba_1,0442 PVHd-SBPV Six3 Prox1 Gaba_1,097 PVHd-SBPV Six3 Prox1 Gaba,"['Aldh1a3', 'Crhbp', 'Piezo2']",['Npnt'],1632 PVHd-SBPV Six3 Prox1 Gaba_1,Npnt,0.49450549450549447,,,,,WMB_abc_atlas_access
1633 PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,097 PVHd-SBPV Six3 Prox1 Gaba,"['Crhr2', 'Satb2', 'Sp8', 'Sema3d']","['Satb2', 'Isl1']",1633 PVHd-SBPV Six3 Prox1 Gaba_2,Satb2,0.5097087378640776,,,,,WMB_abc_atlas_access
1634 PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,097 PVHd-SBPV Six3 Prox1 Gaba,"['Isl1', 'Sall3', 'Sema3d', 'Sntb1']","['Sntb1', 'Fras1']",1634 PVHd-SBPV Six3 Prox1 Gaba_2,Sntb1,0.3252032520325203,,,,,WMB_abc_atlas_access
1635 PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,097 PVHd-SBPV Six3 Prox1 Gaba,"['St18', 'Sall3', 'B930025P03Rik', 'Kcng1']","['Ebf1', 'Cd24a', 'Kcng1']",1635 PVHd-SBPV Six3 Prox1 Gaba_2,Cd24a,0.26881720430107525,Ebf1,0.26570048309178745,,,WMB_abc_atlas_access
1636 PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,097 PVHd-SBPV Six3 Prox1 Gaba,"['Htr3a', 'Clic5', 'Trhr']",['Clic5'],1636 PVHd-SBPV Six3 Prox1 Gaba_2,Clic5,0.49999999999999994,,,,,WMB_abc_atlas_access
1637 PVHd-SBPV Six3 Prox1 Gaba_2,0443 PVHd-SBPV Six3 Prox1 Gaba_2,097 PVHd-SBPV Six3 Prox1 Gaba,"['St18', 'Sp8', 'Cd24a', 'Pgr15l']","['Cd24a', 'Zfp536']",1637 PVHd-SBPV Six3 Prox1 Gaba_2,Cd24a,0.25471698113207547,Zfp536,0.1088777219430486,,,WMB_abc_atlas_access
1638 PVHd-SBPV Six3 Prox1 Gaba_3,0444 PVHd-SBPV Six3 Prox1 Gaba_3,097 PVHd-SBPV Six3 Prox1 Gaba,"['Isl1', 'Sema3d', 'Glis3', 'Zeb2']","['Tgfb1', 'Ror2']",1638 PVHd-SBPV Six3 Prox1 Gaba_3,Tgfb1,0.30701754385964913,,,,,WMB_abc_atlas_access
1639 PVHd-SBPV Six3 Prox1 Gaba_3,0444 PVHd-SBPV Six3 Prox1 Gaba_3,097 PVHd-SBPV Six3 Prox1 Gaba,"['Tacstd2', 'Isl1', 'Hmcn1', 'Gpr149']","['Tacstd2', 'Gpr149']",1639 PVHd-SBPV Six3 Prox1 Gaba_3,Tacstd2,0.4213483146067416,,,,,WMB_abc_atlas_access
1640 PVHd-SBPV Six3 Prox1 Gaba_3,0444 PVHd-SBPV Six3 Prox1 Gaba_3,097 PVHd-SBPV Six3 Prox1 Gaba,"['Slc18a2', 'Qrfpr', 'St18', 'Myo5b']",['Myo5b'],1640 PVHd-SBPV Six3 Prox1 Gaba_3,Myo5b,0.5,,,,,WMB_abc_atlas_access
1641 PVHd-SBPV Six3 Prox1 Gaba_3,0444 PVHd-SBPV Six3 Prox1 Gaba_3,097 PVHd-SBPV Six3 Prox1 Gaba,"['Sp8', 'Chodl', 'Klhl14', 'Glis3']","['Lrmda', 'Gda']",1641 PVHd-SBPV Six3 Prox1 Gaba_3,Lrmda,0.32122905027932963,,,,,WMB_abc_atlas_access
1642 PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,097 PVHd-SBPV Six3 Prox1 Gaba,"['Six3', 'Col15a1', 'Kcng1', 'Prox1os']","['Cntnap3', 'Zfp804b', 'Rorb']",1642 PVHd-SBPV Six3 Prox1 Gaba_4,Cntnap3,0.31007751937984496,,,,,WMB_abc_atlas_access
1643 PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,097 PVHd-SBPV Six3 Prox1 Gaba,"['Htr3a', 'Vgll3', 'B930025P03Rik', 'Tacr3']","['Vgll3', 'Slc10a4']",1643 PVHd-SBPV Six3 Prox1 Gaba_4,Vgll3,0.508130081300813,,,,,WMB_abc_atlas_access
1644 PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,097 PVHd-SBPV Six3 Prox1 Gaba,"['Six6', 'Crispld2', 'Cntnap3']",['Crispld2'],1644 PVHd-SBPV Six3 Prox1 Gaba_4,Crispld2,0.5434782608695652,,,,,WMB_abc_atlas_access
1645 PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,097 PVHd-SBPV Six3 Prox1 Gaba,"['Cd79a', 'Insm2', 'Gpr83']",['Ttn'],1645 PVHd-SBPV Six3 Prox1 Gaba_4,Ttn,0.35714285714285715,,,,,WMB_abc_atlas_access
1646 PVHd-SBPV Six3 Prox1 Gaba_4,0445 PVHd-SBPV Six3 Prox1 Gaba_4,097 PVHd-SBPV Six3 Prox1 Gaba,"['Six6', 'Cd44', 'Lhx1', 'Dach1']",['Bcl11b'],1646 PVHd-SBPV Six3 Prox1 Gaba_4,Bcl11b,0.578512396694215,,,,,WMB_abc_atlas_access
1647 AHN-SBPV-PVHd Pdrm12 Gaba_1,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['Prdm12', 'Crhbp', 'Chodl', 'Sp8']","['Pappa', 'Crhr2']",1647 AHN-SBPV-PVHd Pdrm12 Gaba_1,Pappa,0.21390374331550802,,,,,WMB_abc_atlas_access
1648 AHN-SBPV-PVHd Pdrm12 Gaba_1,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['Prdm12', 'Bmp3', 'Sox6', 'Adgrg2']","['Bmp3', 'Sp9']",1648 AHN-SBPV-PVHd Pdrm12 Gaba_1,Bmp3,0.35714285714285715,,,,,WMB_abc_atlas_access
1649 AHN-SBPV-PVHd Pdrm12 Gaba_1,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['Prdm12', 'Tac2', 'C1ql2', 'Npffr1']","['Bmp3', 'Tac1']",1649 AHN-SBPV-PVHd Pdrm12 Gaba_1,Tac1,0.22900763358778628,,,,,WMB_abc_atlas_access
1650 AHN-SBPV-PVHd Pdrm12 Gaba_1,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['Prdm12', 'Tac2', 'Gpr88', 'Crhbp']","['Itga8', 'Crhbp']",1650 AHN-SBPV-PVHd Pdrm12 Gaba_1,Itga8,0.223463687150838,,,,,WMB_abc_atlas_access
1651 AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['C1ql2', 'Crhr2', 'Slc18a2', 'Six3']","['C1ql2', 'Adam12', 'Crhr2']",1651 AHN-SBPV-PVHd Pdrm12 Gaba_2,Adam12,0.1986754966887417,,,,,WMB_abc_atlas_access
1652 AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['C1ql2', 'Six3os1', 'Scube2', 'Ret']","['Scube2', 'Ret', 'Isl1']",1652 AHN-SBPV-PVHd Pdrm12 Gaba_2,Scube2,0.3102189781021898,,,,,WMB_abc_atlas_access
1653 AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['Six6', 'C1ql2', '9330158H04Rik']","['Cdc14a', 'Six6', 'Isl1']",1653 AHN-SBPV-PVHd Pdrm12 Gaba_2,Six6,0.44247787610619466,,,,,WMB_abc_atlas_access
1654 AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['C1ql2', 'Zic1', 'Vgll3', 'Slc32a1']","['Vgll3', 'C1ql2']",1654 AHN-SBPV-PVHd Pdrm12 Gaba_2,Vgll3,0.2142857142857143,C1ql2,0.1443569553805774,,,WMB_abc_atlas_access
1655 AHN-SBPV-PVHd Pdrm12 Gaba_2,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,098 AHN-SBPV-PVHd Pdrm12 Gaba,"['C1ql2', 'Npffr2', 'Zic1', 'Lhx1os']","['Npffr2', 'Lhx1os', 'Igfbpl1']",1655 AHN-SBPV-PVHd Pdrm12 Gaba_2,Npffr2,0.3333333333333333,,,,,WMB_abc_atlas_access
